ID,Natuknica,Stranica,str. priloga,naziv pdf-a,Svezak,Tekst
3268,"RESTINOVIĆ, Antun",160,,,2,
3269,"REŠETAR, Milan",160,,,2,
3270,"REYMANN, Hella",160-161,,160-161.pdf,2,
3271,REŽANCI,161,,,2,
3272,"REŽEK, Ivo",161,160,160-161.pdf,2,
3273,"REŽEK-WILSON, Nina",161,,,2,
3274,"RIBAR, Jurica",161,,,2,
3275,RIBNIK,162,,,2,
3276,RIBNIK,162,,,2,
3277,"RICCIARDI, Bernardino",162,,,2,
3278,"RICHTER, Vjenceslav",162-163,,162-163.pdf,2,
3279,RIČICE,163,,,2,
3280,RIDER,163,,,2,
3281,"RIEDL, Pavao",163-164,,163-164.pdf,2,
3282,RIJEČKI SALON,164,,,2,
3283,RIJEKA,164-166,,164-166.pdf,2,
3284,RIJEKA DUBROVAČKA,166-168,,166-168.pdf,2,
3285,RIMSKI PSALTIR (Psalterium Romanum),168,,,2,
3286,RISARSKE ŠKOLE,168,,,2,
3287,"RISMONDO, Vladimir",168,,,2,
3288,"RITTER-VITEZOVIĆ, Pavao",168,,,2,
3289,"RIVERA, Karlo Afan de",168,,,2,
3290,"RIVIERA, Bartol",168,,,2,
3291,RIŽINICE,169,,,2,
3292,"ROBAN, Nenad",169,,,2,
3293,"ROBBA, Francesco",169,,,2,
3294,"ROCA, Ante",169,,,2,
3295,"ROCA, Josip",169,,,2,
3296,"ROCH, Ivan",169,,,2,
3297,ROČ,169-170,,169-170.pdf,2,
3298,"ROESNER, Karl",170,,,2,
3299,ROGAČ,170,,,2,
3300,ROGATICA,170-171,,170-171.pdf,2,
3301,"ROGINA, Krešimir",171,,,2,
3302,ROGOVO,172,,,2,
3303,ROGOZNICA,172,,,2,
3304,"ROJC, Nasta",172,171,171-172.pdf,2,
3305,ROKOVCI,172,,,2,
3306,ROMANIKA,173-190,,173-190.pdf,2,
3307,ROMANTIZAM,190-193,,190-193.pdf,2,
3308,"RÖMER, Adolf",193,,,2,
3309,"ROMIĆ, Đorđe",193,,,2,
3310,"RONČEVIĆ, Igor",193-194,,193-194.pdf,2,
3311,"ROSANDIĆ, Toma",194,,,2,
3312,"ROSELLI, Jacopo",194,,,2,
3313,"ROSENBERGER, Ivan Adam",194,,,2,
3314,"ROŠIĆ, Milivoj",194,,,2,
3315,"ROŠIN, Jerko",194,,,2,
3316,"ROTA, Martin",194,,,2,
3317,"ROTH-DANČ, Marika",194,,,2,
3318,"ROTKVIĆ, Angela",194,,,2,
3319,ROVINJ,194-197,,194-197.pdf,2,
3320,ROŽAT,197,,,2,
3321,"ROŽIĆ, Ante",197,,,2,
3322,"RUBBI, Antonio",197,,,2,
3323,"RUBINIĆ, Giovanni",197,,,2,
3324,"RUDIČIĆ, Dujam (Dujam Splićanin)",197,,,2,
3325,RUDINA,197-198,,197-198.pdf,2,
3326,"RUKAVINA, Aleksandar",198,,,2,
3327,"RUKLJAČ, Vjekoslav",198,,,2,
3328,RUNOVIĆI,198,,,2,
3329,"RUNTIĆ, Davor",198,,,2,
3330,"RUPČIĆ, Luka",198,,,2,
3331,"RUPČIĆ, Stjepko",199,,,2,
3332,"RUS, Zdenko",199,,,2,
3333,"RUSAN, Andrija",199,,,2,
3334,"RUŠEC, Heda",199,,,2,
3335,"RUŽEVIĆ, Andrija",199,,,2,
3336,RUŽICA,199-200,,199-200.pdf,2,
3337,"RUŽIČKA, Kamilo",200,201,200-201.pdf,2,
3338,"RUŽIĆ, Branko",200-203,,200-203.pdf,2,
3339,"RUŽIĆ, Ivan",203,,,2,
3340,"RUŽIĆ, Vojka",203,,,2,
3341,"SABALICH, Giuseppe",204,,,2,
3342,"SABLIĆ, Rudolf",204,,,2,
3343,"SABLJAK, Srećko",204,,,2,
3344,"SABLJAR, Mijat",204-205,,204-205.pdf,2,
3345,"SABOL, Željko",205,,,2,
3346,"SABOLIĆ, Ivan",205,,,2,
3347,"SAČIĆ, Darko",205,,,2,
3348,SAG,205,,,2,
3349,"SALAJ, Matija",205-206,,205-206.pdf,2,
3350,"SALATIĆ, Tomo",206,,,2,
3351,"SALGHETTI-DRIOLI, Francesco (Franjo)",206,207,206-207.pdf,2,
3352,SALI,206,,,2,
3353,SALONA,206,,,2,
3354,"SALON, RIJEČKI",206,,,2,
3355,SALON MLADIH,206-207,,206-207.pdf,2,
3356,"SALOPEK, Davor",207,,,2,
3357,"SALOPEK, Petar",207,206,206-207.pdf,2,
3358,"SALVARO, Hanibal (Hani)",207-208,,207-208.pdf,2,
3359,"SALVARO, Lidija",208,,,2,
3360,SAMAGER,208,,,2,
3361,SAMARICA,208,,,2,
3362,SAMATOVCI,208,,,2,
3363,SAMOBOR,208-209,,208-209.pdf,2,
3364,SAMOSTAN,209-210,,209-210.pdf,2,
3365,"SANADER, Mirjana",210,,,2,
3366,"SANMICHELI, Giangirolamo",210,,,2,
3367,"SANMICHELI, Michele",210,,,2,
3368,"SANTINI, Giuseppe",210,,,2,
3369,"SANTRAČ, Zvonimir",210,,,2,
3370,"SARDELIĆ, Ante",210,,,2,
3371,SARKOFAG,210-211,,210-211.pdf,2,
3372,"SARTORI (Szartori), Anton",211,,,2,
3373,"SARTORI, Josip",211,,,2,
3374,SARVAŠ,211-212,,211-212.pdf,2,
3375,"SAURER, Matija",212,,,2,
3376,SAVAR,212,,,2,
3377,SCARDONA,212,,,2,
3378,SCENOGRAFIJA,212-216,,212-216.pdf,2,
3379,"SCHAUFF, Ivan Nepomuk",216,,,2,
3380,"SCHEICHER, Josip",216,,,2,
3381,"SCHIAVONE, Andrea",216,,,2,
3382,"SCHIAVONE, Giorgio",216,,,2,
3383,"SCHIAVONE, Sebastiano",216,,,2,
3384,SCHIAVONI,216,,,2,
3385,"SCHIEDER, Matija",216,,,2,
3386,"SCHIFFER, Artur",216,,,2,
3387,SCHIRA,216,,,2,
3388,"SCHMIDT, Friedrich",216-217,,216-217.pdf,2,
3389,"SCHMIDT, Ivan",217,,,2,
3390,"SCHMIDT, Robert Rudolf",217,,,2,
3391,"SCHNEIDER, Artur",217,,,2,
3392,"SCHNEIDER, Darko",217,,,2,
3393,"SCHNEIDER, Marijana",217,,,2,
3394,"SCHNEIDER-JURIŠIĆ, Greta",217,,,2,
3395,"SCHÖN, Edo",217,,,2,
3396,"SCHÖN, Serafin",217-218,,217-218.pdf,2,
3397,"SCHRAMADEI, Ante",218,,,2,
3398,"SCHUBERT, Edita",218,219,218-219.pdf,2,
3399,"SCHÜCHT, Franjo",218-219,,218-219.pdf,2,
3400,"SCHULZ, Anne Markham",219,,,2,
3401,"SCHÜRMANN, Werner",219,,,2,
3402,"SCHWABENITZ, Hannelore",219,,,2,
3403,"SCHWERER, Lujo",219,,,2,
3404,"SCOMPARINI, Eugenio",219,,,2,
3405,SEBASTIANO DA ROVIGNO (Sebastiano Schiavone),220,,,2,
3406,SECESIJA,220-225,,220-225.pdf,2,
3407,"SEDER, Đuro",225,,,2,
3408,"SEELOS, Gottfried",225,,,2,
3409,SEGET,225-226,,225-226.pdf,2,
3410,"SEGHER, Milovan",226,,,2,
3411,"SEIDL, Carl",226,,,2,
3412,"SEIFERT, Ivan",226,,,2,
3413,"SEISSEL, Josip",226,,,2,
3414,"SEISSEL, Silvana",226-227,,226-227.pdf,2,
3415,"SEITZ, Aleksandar Maximilian",227,,,2,
3416,"SEITZ, Ludwig (Lodovico)",227,,,2,
3417,"SEKOL, Mijo",227,,,2,
3418,"SEKULIĆ-GVOZDANOVIĆ, Sena",227,,,2,
3419,SELA,227-228,,227-228.pdf,2,
3420,"SELB, August",228,,,2,
3421,SELCA,228,,,2,
3422,SELCE,228-229,,228-229.pdf,2,
3423,"SELEM, Petar",229,,,2,
3424,"SELVA, Giannantonio",229,,,2,
3425,"SENEČIĆ, Željko",229,,,2,
3426,"SENSER, Paulus Antonius",229,,,2,
3427,SENJ,229-230,,229-230.pdf,2,
3428,"SENJANIN, GRGUR",230,,,2,
3429,"SENJANOVIĆ, Petar",230,,,2,
3430,"SERDAR, Višnja",230,,,2,
3431,"SERŠIĆ, Emil",230,,,2,
3432,"SERTIĆ, Zdenka",230,231,230-231.pdf,2,
3433,SESVETE,230,,,2,
3434,SEVERIN NA KUPI,231,,,2,
3435,"SEVERIN-TUDJA, Seka",231,,,2,
3436,SFRAGISTIKA (sigilografija),231-232,,231-232.pdf,2,
3437,SIBINJ,232,,,2,
3438,"SIFFERT, V.",232,,,2,
3439,SIGILOGRAFIJA,232,,,2,
3440,"SIGMUND, Darko",232-233,,232-233.pdf,2,
3441,"SIKAVICA, Ivan",233,,,2,
3442,"SIKIRICA, Stipe",233,232,232-233.pdf,2,
3443,"SILA, Zdenko",233,,,2,
3444,"SILAĐIN, Branko",233-234,,233-234.pdf,2,
3445,SILBA,234,,,2,
3446,SIMBOLIZAM,234-235,,234-235.pdf,2,
3447,"SIMIĆ-BULAT, Anka",235,,,2,
3448,"SIMONETTI, Ivan",235-236,,235-236.pdf,2,
3449,SINAC,236,,,2,
3450,"SINOVČIĆ (Sinovcic), Miro",236,,,2,
3451,SINJ,236-237,,236-237.pdf,2,
3452,SIPAR,237,,,2,
3453,"SIROČIĆ, Martin",237,,,2,
3454,SIROVA KATALENA,237,,,2,
3455,"SIROVY, Karl",237,,,2,
3456,"SIRUCEK-PENIĆ, Bianka",237,,,2,
3457,SISAK,237-239,,237-239.pdf,2,
3458,"SKELIN, Đurđica",239,,,2,
3459,"SKENDEROVIĆ, Josip (Ago)",239,,,2,
3460,"SKENDEROVIĆ, Vid",239,,,2,
3461,"SKOKO, Ivan",239,,,2,
3462,SKONČIĆ,239,,,2,
3463,"SKOPAL, Stella",239,,,2,
3464,"SKOPIN, Igor",239,,,2,
3465,"SKRAČIĆ, Mile",239-240,,239-240.pdf,2,
3466,SKRAD,240,,,2,
3467,SKRADIN,240,,,2,
3468,SKRAD NA KORANI,240,,,2,
3469,"SKURJENI, Matija",240-242,,240-242.pdf,2,
3470,"SKUTARI, Petar",242,,,2,
3471,"SKVARČINA, Ivan (Squarcina, Giovanni)",242-243,,242-243.pdf,2,
3472,"SLADE, Josip",243,,,2,
3473,"SLADE ŠILOVIĆ, Roko",243,,,2,
3474,SLANO,243,,,2,
3475,"SLAVČIĆ (Slafčić), Grubiša",243,,,2,
3476,SLAVENSKO-AVARSKA (AVARO-SLAVENSKA) KULTURA,243,,,2,
3477,SLAVETIĆ,243,244,243-244.pdf,2,
3478,"SLAVIČEK, Ante",243-244,,243-244.pdf,2,
3479,SLAVONSKI BROD,244-245,,244-245.pdf,2,
3480,SLAVONSKI KOBAŠ,245,,,2,
3481,"SLEVEC, Zlatko",245,,,2,
3482,SLIKAR VUKOVARSKIH KRAJOLIKA,245,,,2,
3483,SLOVNIK UMJETNIKAH JUGOSLAVENSKIH,245-246,,245-246.pdf,2,
3484,SLUNJ,246,,,2,
3485,"SMAJIĆ, Petar",246,,,2,
3486,SMILČIĆ,246,,,2,
3487,SMILJAN,246-247,,246-247.pdf,2,
3488,"SMINDEROVAC, Drago",247,,,2,
3489,"SMIRIĆ (Žmirić), Ivan",247,,,2,
3490,"SMOK, Mijo",247,,,2,
3491,"SMOKVINA, Jakov",247,,,2,
3492,SMRDELJE,247,,,2,
3493,"SOBOČAN, Ivka",247,,,2,
3494,SOCIJALISTIČKI REALIZAM,247,,,2,
3495,"SOKIĆ, Damir",247-248,,247-248.pdf,2,
3496,"SOKOLIĆ, Diana",248,,,2,
3497,"SOKOLIĆ, Dorian",248,,,2,
3498,"SOKOLIĆ, Vesna",248-249,,248-249.pdf,2,
3499,"SOKOLIĆ-NENADOVIĆ, Ružica",249,,,2,
3500,SOKOLOVIĆ,249,,,2,
3501,SOLIN,249-253,248,248-253.pdf,2,
3502,"SOLIS, Mate",253,,,2,
3503,"SOMAZZI, Clemente",253,,,2,
3504,SOPOT,253,,,2,
3505,SOPOTSKA KULTURA,253,,,2,
3506,"SORMILIĆ, Ivan",253,,,2,
3507,SOTIN,253,,,2,
3508,SOVINJAK,253,,,2,
3509,"SPALATIN, Marko",253,,,2,
3510,"SPIA, Antun",253,,,2,
3511,"SPIEGLER, Rudolf",253-254,,253-254.pdf,2,
3512,SPILA,254,,,2,
3513,SPILAN (Spijon),254,,,2,
3514,SPLISKA,254,,,2,
3515,SPLIT,254-262,,254-262.pdf,2,
3516,SPLITSKA SLIKARSKA ŠKOLA,262-263,,262-263.pdf,2,
3517,SPLITSKI EVANĐELISTAR,263,,,2,
3518,SPLITSKI SALON,263,,,2,
3519,"SPON, Jacob",263,,,2,
3520,SPOT,263,,,2,
3521,"SPREMO, Boris",263,,,2,
3522,"SQUARCINA, Giovanni",263,,,2,
3523,SRAČICA,263,,,2,
3524,SREDNJI LIPOVAC,263,,,2,
3525,SREM,263,,,2,
3526,SRIJEM,263,,,2,
3527,SRIMA,263-264,,263-264.pdf,2,
3528,"SRNEC, Aleksandar",264,,,2,
3529,"STAGER, Jakob",264,265,264-265.pdf,2,
3530,"STAGLIČIĆ, Marija",264,,,2,
3531,STAGNUM,264,,,2,
3532,"STAHOV, Ljubomir",264-265,,264-265.pdf,2,
3533,"STAHULJAK, Tihomil",265,,,2,
3534,"STALLMAYER, Josip",265,,,2,
3535,STALNA IZLOŽBA CRKVENE UMJETNOSTI U ZADRU,266,,,2,
3536,STANCIJA,266,,,2,
3537,"STANČIĆ, Ivan (Piko)",266,,,2,
3538,"STANČIĆ, Miljenko",266-269,,266-269.pdf,2,
3539,"STANDL, Ivan",269,,,2,
3540,"STANIĆ, Josip (Stanios)",269,,,2,
3541,"STANIĆ, Milovan",269,,,2,
3542,"STANKIR, Stjepan",269,,,2,
3543,"STANOJEVIĆ, Dušan",269,,,2,
3544,STARA GRADIŠKA,269,,,2,
3545,STARA MARČA,269,,,2,
3546,STARA NOVALJA,269,,,2,
3547,STARČEVAČKA KULTURA,269,,,2,
3548,"STARČEVIĆ, Ante",269-270,,269-270.pdf,2,
3549,STARI BROD,270,,,2,
3550,STARI GRAD,270,,,2,
3551,STARIGRAD,270,,,2,
3552,STARIGRAD GORNJI,270,,,2,
3553,STARIGRAD-PAKLENICA,270-271,,270-271.pdf,2,
3554,STARI JANKOVCI,271,,,2,
3555,STARI MIKANOVCI,271,,,2,
3556,"STARK, Dragutin",271,,,2,
3557,STAROHRVATSKA PROSVJETA,271,,,2,
3558,STAROKRŠĆANSKA (RANOKRŠĆANSKA) UMJETNOST,271-275,,271-275.pdf,2,
3559,STARO PETROVO SELO,275,,,2,
3560,"STAY (Stojić), Benko",275,,,2,
3561,STEĆCI,275-276,,275-276.pdf,2,
3562,"STEFANUTTI, Petar",276,,,2,
3563,"STEINER, Milan",276-277,,276-277.pdf,2,
3564,"STEINMAN, Egon",277,,,2,
3565,STELA,277-278,,277-278.pdf,2,
3566,"STELL, Ermanno",278,,,2,
3567,"STELLA, Miroslav",278,,,2,
3568,STEMATOGRAFIJA,278,,,2,
3569,"STENGL, Rene",278,,,2,
3570,STENIČNJAK,278,,,2,
3571,STENJEVEC,278,,,2,
3572,"STIBORSKY, Marija (Mary)",278,,,2,
3573,"STICCOTI, Pietro",278,,,2,
3574,"STIEDL, Antun",278,,,2,
3575,"STIER, Martin",278-279,,278-279.pdf,2,
3576,"STILINOVIĆ, Mladen",279,278,278-279.pdf,2,
3577,"STILLER (ŠTILLER), Josip",279,,,2,
3578,STINICA,279,,,2,
3579,STIPAN,279,,,2,
3580,"STIPANOV, Mauro",279,,,2,
3581,STIPANSKA,279,,,2,
3582,"STIPČEVIĆ, Aleksandar",279,,,2,
3583,"STIPEŠEVIĆ, Krunoslav",279,,,2,
3584,"STIPICA, Vjekoslav",279,,,2,
3585,"STIPKOVIĆ, Rudi (Stip)",279-280,,279-280.pdf,2,
3586,STJEPAN,280,,,2,
3587,STJEPAN MARTINOV LAZANJA,280,,,2,
3588,"STJEPKOVIĆ, Radovan",280,,,2,
3589,STOBREČ,280,,,2,
3590,"STOJČIĆ (Stojčinović), Pavao",280,,,2,
3591,"STOJIĆ, Benko",280,,,2,
3592,"STOLL, Wolfgang Jakob",280,,,2,
3593,"STOLNIK, Slavko",280,,,2,
3594,"STOLNIK, Stjepan",281,,,2,
3595,STON,281-283,,281-283.pdf,2,
3596,"STOŠIĆ, Dalibor",283,,,2,
3597,"STOŠIĆ, Ivan",283,,,2,
3598,"STOŠIĆ, Josip",283,,,2,
3599,"STOŠIĆ, Krsto",283,,,2,
3600,"STRAJNIĆ, Kosta",283-284,,283-284.pdf,2,
3601,"STRANIĆ, Bojan",285,,,2,
3602,STRAUB,285,284,284-285.pdf,2,
3603,STRAŽEMAN,285,,,2,
3604,STRAŽEVNIK,285,,,2,
3605,STREZA,285,,,2,
3606,"STRIEGL, Slavoljub (Slavo)",285,,,2,
3607,STRIP,285-287,,285-287.pdf,2,
3608,"STRIZIC, Mark",287,,,2,
3609,"STRIŽIĆ, Zdenko",287-288,,287-288.pdf,2,
3610,STRMAC PRIBIČKI,288,,,2,
3611,"STROHBERGER, Johann Josip",288,,,2,
3612,"STROHMAYER, Mihovil",288,,,2,
3613,"STOJIĆ, BENKO",288,,,2,
3614,"STROSSMAYER, Josip Juraj",288-289,,288-289.pdf,2,
3615,STROSSMAYEROVA GALERIJA STARIH MAJSTORA HAZU,289,288,288-289.pdf,2,
3616,"STROY, Mihael",289,290,289-290.pdf,2,
3617,"STRUPPI-WOLKENSPERG, Jelka",289,,,2,
3618,"STRZYGOWSKI, Josef","289, 291",,"289, 291.pdf",2,
3619,STUBICA,291,,,2,
3620,STUBIČKE TOPLICE,291,,,2,
3621,STUBIČKI GOLUBOVEC,291,,,2,
3622,"STUDIN, Marin",291,,,2,
3623,STUDIO ZA INDUSTRIJSKO OBLIKOVANJE (SIO),291,,,2,
3624,"STÜHLER, Dragutin (Carlo)",291-292,,291-292.pdf,2,
3625,STUPČANICA,292,,,2,
3626,"STUPICA, Bojan",292,,,2,
3627,STUPNIK,292,,,2,
3628,"STURM, Friedrich",292,,,2,
3629,SUBOTICA,292,,,2,
3630,SUBOTICA,292,,,2,
3631,"SUDNIK, Ivica",292,,,2,
3632,SUHOPOLJE,292,293,292-293.pdf,2,
3633,"SUIĆ, Mate",292-293,,292-293.pdf,2,
3634,SUKOŠAN,293,,,2,
3635,"SULZ, Herman",293,,,2,
3636,"SUMMERECKER, Sigo (Siegfried)",293,,,2,
3637,SUMPETAR (Supetar),293,,,2,
3638,"SUNKO, Dionis",293-294,,293-294.pdf,2,
3639,"SUNKO, Milan",294,,,2,
3640,"SUPEK, Silva",294,,,2,
3641,SUPETAR,294,,,2,
3642,SUPETARSKA DRAGA,294,,,2,
3643,"SURINA, Zdeslav",294,,,2,
3644,SUSAK,294,,,2,
3645,SUSEDGRAD,294-295,,294-295.pdf,2,
3646,"SUSOVSKI, Marijan",295,,,2,
3647,SUSTIPANAC,295,,,2,
3648,SUŠAC,295,,,2,
3649,"SUŠAC, Marijan",295,,,2,
3650,SUŠAK,295,,,2,
3651,SUTIVAN,295,,,2,
3652,SUTOMIŠĆICA,295,,,2,
3653,SUTVARA,295,,,2,
3654,"SVARČIĆ, Ante",295,,,2,
3655,SVEČANA BIBLIJA ZAGREBAČKE KATEDRALE (Biblia Sollemnis Ecclesiae Cathedralis Zagrabiensis),295,296,295-296.pdf,2,
3656,"SVEČNJAK, Marta",297,,,2,
3657,"SVEČNJAK, Vilim",297-298,,297-298.pdf,2,
3658,SVETAC (Sv. Andrija),298,,,2,
3659,SVETA HELENA,298,,,2,
3660,SVETA HELENA,298,,,2,
3661,SVETA HELENA KRAJ ČAKOVCA,298,,,2,
3662,SVETA JANA,298,,,2,
3663,SVETA JELENA DE PODBORJE,298,,,2,
3664,SVETA MARGARETA,298,,,2,
3665,SVETA MARIJA NA MURI,298,,,2,
3666,SVETA MARIJA OD TRI KONFINA,298,,,2,
3667,SVETA NEDJELJA,298,,,2,
3668,SVETA NEDJELJA,298,,,2,
3669,SVETI ANDRIJA,298,,,2,
3670,SVETICE,298,,,2,
3671,SVETI DANIJEL,298,,,2,
3672,SVETI FILIP I JAKOV,298,,,2,
3673,SVETI IVAN ZELINA,298,,,2,
3674,SVETI IVAN ŽABNO,298,,,2,
3675,SVETI JURAJ (Jurjevo),298-299,,298-299.pdf,2,
3676,SVETI JURAJ NA BREGU,299,,,2,
3677,SVETI KRIŽ,299,,,2,
3678,SVETI KRIŽ ZAČRETJE,299,,,2,
3679,SVETI LENARD,299,,,2,
3680,SVETI LOVREČ (Sveti Lovreč Pazenatički),299-300,,299-300.pdf,2,
3681,SVETI LOVREČ,300,,,2,
3682,SVETI MARTIN,300,,,2,
3683,SVETI MARTIN,300,,,2,
3684,SVETI MARTIN NA MURI,300,,,2,
3685,SVETI MARTIN POD OKIĆEM,300,,,2,
3686,SVETI PETAR ČVRSTEC,300,,,2,
3687,SVETI PETAR MREŽNIČKI,301,,,2,
3688,SVETI PETAR OREHOVEC,301,,,2,
3689,SVETI PETAR U ŠUMI,301,300,300-301.pdf,2,
3690,SVETI SPAS NA VRELU CETINE,301,,,2,
3691,"SVETI VINČENAT (Svetvinčenat, Savičenta)",301-302,,301-302.pdf,2,
3692,SVINJAREVCI,302,,,2,
3693,"SVOBODA, Karel",302,,,2,
3694,"SZABO, Gjuro",302-303,,302-303.pdf,2,
3695,"SZABO, Marijan",303,,,2,
3696,"SZAUER, Matthias (Mate)",303,,,2,
3697,"SZAVITS-NOSSAN, Stjepan",303,,,2,
3698,"ŠAFRAN-BERBEROVIĆ, Marika",304,,,2,
3699,"ŠAFRANIĆ-MACOLIĆ, Nevenka",304,,,2,
3700,ŠAGOVINA,304,,,2,
3701,"ŠAINA, Vinko",304,,,2,
3702,ŠANDALJA,304,,,2,
3703,"ŠANDOR, Reska",304,,,2,
3704,ŠANDROVAC,304,,,2,
3705,"ŠANTEK, Dragutin",304,,,2,
3706,ŠARENGRAD,304-305,,304-305.pdf,2,
3707,ŠARENI MAJSTOR,305,,,2,
3708,"ŠARIĆ-JOVAN, Ljerka",305,,,2,
3709,"ŠAŠEL, Jakov",305,,,2,
3710,"ŠATARA, Antun",305,,,2,
3711,ŠČRBINEC,305,,,2,
3712,ŠĆEDRO,305,,,2,
3713,ŠĆIT,305-306,,305-306.pdf,2,
3714,ŠĆITARJEVO,306,,,2,
3715,"ŠEBALJ, Ivo",306,307,306-307.pdf,2,
3716,"ŠEBESTIJAN, Ivan",306,,,2,
3717,"ŠEFEROV, Vilko",306-307,308,306-308.pdf,2,
3718,"ŠEGVIĆ, Neven",307-309,,307-309.pdf,2,
3719,"ŠEN (Schön), Edo",309,,,2,
3720,ŠENKOVEC,309,,,2,
3721,"ŠENOA, Branko",309-310,,309-310.pdf,2,
3722,"ŠEPAT, Zvonimir",310,,,2,
3723,"ŠEPER, Mirko",310,,,2,
3724,"ŠERBETIĆ, Berislav",310-311,,310-311.pdf,2,
3725,"ŠERBU, Viktor",311,,,2,
3726,"ŠERCAR, Hrvoje",311-312,,311-312.pdf,2,
3727,"ŠERCER, Marija",312,,,2,
3728,"ŠEREMET, Ivo",312,,,2,
3729,"ŠEREMET, Luka",312,,,2,
3730,"ŠESTIĆ, Ljudevit","312, 314",313,312-314.pdf,2,
3731,"ŠESTIĆ, Ljudevit (Dundo)",314,,,2,
3732,ŠESTINE,314,,,2,
3733,"ŠEŠELJ, Stjepan",314,,,2,
3734,"ŠEVČIK, Alojz",314,,,2,
3735,"ŠEVČIK, Anja",314,313,313-314.pdf,2,
3736,ŠIBENIK,314-318,,314-318.pdf,2,
3737,"ŠIBENIK, Ljerka",318,319,318-319.pdf,2,
3738,ŠIBENSKA BIBLIJA,318-319,,318-319.pdf,2,
3739,"ŠIBL, Duško",319,,,2,
3740,"ŠIGNJAR, Franjo Viktor",319,,,2,
3741,"ŠILOVIĆ, Antun",319,,,2,
3742,"ŠIMAGA, Petar",319-320,,319-320.pdf,2,
3743,"ŠIMAGA, Romano",320,,,2,
3744,"ŠIMAT, Žarko",320,,,2,
3745,"ŠIMAT BANOV, Ivo",320,,,2,
3746,"ŠIMEK, Antun",320,,,2,
3747,"ŠIMIĆ, Antun Branko",320,,,2,
3748,"ŠIMIĆ, Josip",320,,,2,
3749,ŠIMUN,320,,,2,
3750,ŠIMUN DUBROVČANIN,320,,,2,
3751,"ŠIMUNIĆ, Marijan",320-321,,320-321.pdf,2,
3752,"ŠIMUNIĆ, Nada",321,,,2,
3753,ŠIMUN IZ CAVTATA,321,,,2,
3754,"ŠIMUNOVIĆ, Frano",321-323,,321-323.pdf,2,
3755,"ŠIMUNOVIĆ, Zlatko",323,,,2,
3756,ŠIPAN,323-324,,323-324.pdf,2,
3757,"ŠIPEK, Viktor",324-325,,324-325.pdf,2,
3758,ŠIROKA KULA,325,,,2,
3759,ŠIROKI BRIJEG,325,,,2,
3760,"ŠIŠA, Mijo (Konavljanin)",325,,,2,
3761,"ŠIŠKO, Ivica",325-326,,325-326.pdf,2,
3762,ŠKABRNJA,326,,,2,
3763,ŠKARIĆEVO,326,,,2,
3764,ŠKARIN SAMOGRAD,326,,,2,
3765,ŠKARPA,326,,,2,
3766,"ŠKARPA, Juraj",326,,,2,
3767,"ŠKERLJ, Josip",326,,,2,
3768,"ŠKOMRLJ, Ivana (Ika)",326,,,2,
3769,"ŠKOPAC, Flaviano",326,,,2,
3770,"ŠKRGIĆ, Nikola",326,,,2,
3771,ŠKRINJA SV. ŠIMUNA,326-327,,326-327.pdf,2,
3772,ŠKRIP,328,,,2,
3773,"ŠKRLIN, Nada",328,,,2,
3774,"ŠKRNJUG, Ljubo",328,,,2,
3775,"ŠLIK (Schlik), Rudolf",328,,,2,
3776,"ŠMIDIHEN, Edo",328,,,2,
3777,"ŠMIT, Edvin",328-329,,328-329.pdf,2,
3778,"ŠOHAJ, Slavko",329-330,,329-330.pdf,2,
3779,"ŠOJAT, Antun",330,,,2,
3780,"ŠOJAT, Vesna",330,,,2,
3781,"ŠOJLEV, Duško",330,,,2,
3782,"ŠOLMAN, Mladenka",330,,,2,
3783,ŠOLTA,330-331,,330-331.pdf,2,
3784,"ŠONJE, Ante",331,,,2,
3785,ŠOPOT,331,,,2,
3786,"ŠOSTERIČ, Milan",331,,,2,
3787,"ŠOŠTERIĆ, Ladislav",331,,,2,
3788,"ŠPANIĆ, Nikola",331,,,2,
3789,"ŠPOLJARIĆ, Stanko",331,,,2,
3790,"ŠREPEL, Ivo",331-332,,331-332.pdf,2,
3791,"ŠRIBAR, Marta",332,,,2,
3792,"ŠTALTER, Pavao",332,,,2,
3793,"ŠTAMBUK, Davor",332,,,2,
3794,"ŠTAMBUK, Gorislav",332,,,2,
3795,"ŠTEBIH, Mihael",332,,,2,
3796,"ŠTERK, Vladimir",332-333,,332-333.pdf,2,
3797,ŠTERNA,333,,,2,
3798,"ŠTERPIN, Ivan (Pin)",333,,,2,
3799,"ŠTIH-BALEN, Božena",333,,,2,
3800,"ŠTILLER, Josip",333,,,2,
3801,"ŠTIMAC, Goran",333,,,2,
3802,ŠTINJAN,333,,,2,
3803,"ŠTOKIĆ, Roko",333,,,2,
3804,ŠTRBINCI,333,,,2,
3805,ŠTRIGOVA,"333, 335",,"333, 335.pdf",2,
3806,ŠTRPED,335,,,2,
3807,"ŠULENTIĆ, Božena",335,,,2,
3808,"ŠULENTIĆ, Zlatko",335-336,334,334-336.pdf,2,
3809,"ŠUMANOVIĆ, Sava",336,,,2,
3810,ŠUMBER,336-337,,336-337.pdf,2,
3811,ŠUMET,337,,,2,
3812,"ŠUTEJ, Miroslav",337-338,336,336-338.pdf,2,
3813,"ŠVAB (Schwab), Timotej",338,,,2,
3814,"ŠVAGEL-LESIĆ, Rudolf",338,,,2,
3815,"ŠVAJCER, Oto",338,,,2,
